"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"775","soldier ant","ɪ̀zʊ̀ / ɪ̀zʊ̂ː","ɪ̀zʊ́ / mʊ̀nzʊ́","sáfə́ / kə́sáfə́","zɨ̀sə́ / zɨ́sə́","ɪ̀zɪ́ / ɪ̀zɪ́~kə̀zɪ́","fìnʊ᷇ːnám / mʊ́nʊ᷇ːnám","yə́kə́ / kə̀yə́kə̄nə̄","yàkə́ / yákə́","ʒú / bə̀ʒú","ʒʊ̄ə̄~ʒʊ̀ə̀ / ʒʊ́ə́","sá / tə́sā","sá / tə́sá","kə̀ɲí / ʊ̀ɲí","kə̀ɲí / ʊ̀ɲí","yɪ́ / yɪ́","yə̌ːɦ / yə́ːɦ","ɪ̀dzɪ́ ~ ɪ̀zɪ́ / ɪ́zɪ́","ɪ̀zé / ɪ̀zélə̄~kɪ́zélə̄","ɪ̄zɪ̌ː / ɪ̄zɪ́~àzɪ́","ɪ̀zɛ̄ / kə̄sɛ̄"
"783","grasshopper","kə̀ⁿdʒám / ɪ̀ⁿdʒámbî","kə̀ⁿdʒám / bìⁿdʒám","vɥʊ̈̀nə́ / vɥʊ̈́nə́~kə̀vǘnə́","kə̀ⁿgbʊ̀ / bə̀ⁿgbʊ̀","kàkà / bə̀kàkà","kə̀mfã̌ː / bìmfã̌ː ~ kə̀jo᷇ː / bìjo᷇ː","kə̀ⁿgáːmə́ / bə̀ⁿgáːmə́","kə̀ⁿgáːmə́ / bə̀ⁿgáːmə́","ⁿgíŋ / ⁿgíŋⁿgə́lə̀","ⁿgíŋⁿgə́lə̀ / bə̀ⁿgíŋⁿgə́lə̀","kə́tâɲ / bə́ntâɲ","kə́ntâɲ / bə́ntâɲ","kə́tsú / ùtsú","kə́tsʊ᷇~kə́tsʊ́ / sə̀tsʊ᷇ː~ʊ́tsʊ́","tʷôm / tʷôm","tʷɥôɦm / tɥòɦmbóɦ","àndʒámə́ / bìndʒámə́","àndʒámə́ / bìndʒámə́~mùndʒámə́","ʊ̀fʷɛ́n~ʊ̀fʲɛ́n~ / kə̀ʊ́fʷɛ́n~àfʲɛ́n","kə̀ⁿfáːm / bìⁿfáːm"
"787","cricket","ɪ̀ⁿdʒìndʒàŋ / ɪ̀ⁿdʒíⁿdʒáŋə́kì","ɪ̀ⁿdʒìⁿdʒàŋ / kíⁿdʒíⁿdʒáŋō","dzàŋ / dzâŋ~kə́dzâŋnə̀","dzàŋ / kə́dzâːnə̀","ɪ̀ⁿdʒìndʒàŋ / kə̀ⁿdʒìⁿdʒáŋə̄","ɪ̀ⁿdʒə̀ŋ / kə̀dʒə́ŋə̄","dʒʲɛ̂n~dʒʲɛ̀ŋ / kə́dʒʲɛ̂ntə́~dʒʲɛ᷇ŋ~dʒʲɛ᷇ŋɛ́","dʒʲɛ̂ŋ / kə́dʒʲɛ᷇ːŋtə́","dzə̀ŋ / dzə́ŋkə́","dzə̀ŋkə́ / dzə́ŋkə́","ǹⁿdzə̀ŋə̀ / ńⁿdzə́ŋə̀","ǹ̩zə̀ŋə̀ / ń̩zə́ŋə̀","tsə̄ŋ / sə̀tsə̂ŋ","tsə́ŋ / sə̀tsə᷇ŋ","dzə̀ŋ / dzə́ŋ","dzə̀ŋkə̀ / dzɨ̀ŋkə̀ː","ɪ̀ndʒìndʒàŋ / kìndʒáŋā~kìndʒã́ã́","ʃìndʒàŋ / mʊ̀ndʒǎŋ","ɪ̀dʒìndʒàŋ/kə̀dʒìⁿdʒáŋə̄~àdʒìⁿdʒáŋə̄","ɪ̀dʒɪ̀ⁿdʒàŋ / kə̀dʒìⁿdʒàŋ~àdʒìⁿdʒàŋ"
"791","spider","ɪ̀dǎː / ɪ́da᷇ːkî","ɪ̀dǎː / kɪ́dáːlō","ⁿkʲáŋə́kʷʊ̌ːkʊ̀ / àⁿkʲáŋə́kʷʊ̌ːkʊ̀","ⁿkâmsə́ / àⁿkâmsə́","ɪ̀dǎː / kə́da᷇ː","ʊ́dâːlə́ / kə́dâːlə́","ʃàŋ~bîːʃǎŋ / kə́ʃâŋtə́~bîːʃǎːŋ","bîːʃǎːŋ / dzɪ̂ːʃǎːŋ","sàŋ / sáŋ","sàŋ / sáŋ","fʲàŋ / fʲâŋ","fʲàŋ / fʲâŋ","kə̀tsàŋə́tfø̀tfø̀ / ùtsàŋə́tfø̀tfø̀","kə̀tsàŋápfə̀pfə̀ / ʊ̀tsàŋápfə̀pfə̀","sìsìáŋ / sìsíáŋ","sìsǎːŋ / sìsáŋ","ʊ́dálə̄ / kídálə̄","ɪ̀dàʃə́ŋ / kìdàʃə́ŋ","kə̀kʷɔ̀bə̀~àkʷɔ̀bə̀/bìkʷɔ̀bə̀~ɪ̀kʷɔ̀bə̀","ʊ̀dâá / ádâá~ɪ́dàâ"
"807","termite","kə̀ⁿdʒíⁿdʒə́ŋ~ⁿdʒíⁿdʒə́ŋ/ ⁿdʒíⁿdʒə́ŋ~bìⁿdʒíⁿdʒə́ŋ","ⁿbʷòɪ̀zàm / bʷìⁿbʷòɪ̀zàm","kə̀ⁿdʒìɲ / bə̀ⁿdʒìɲ","kə́ⁿdʒîn / bə́ⁿdʒîn","fìmkpɛ́ / m̩̀kpɛ́","kə̀dzʊ̂dzǒː / bìdzʊ̂dzǒː","fə̀ⁿgɔ̂ː / mə̀ⁿgɔ̂ː","fə̀ⁿgɔ̂ː / mə̀ⁿgɔ̂ː","dzɘ̌ɣ / dzɘ̌:ɣ","dzə̌ːɣ / dzə́ɣ","ⁿgbʊ̀ ~ ǹtʃɔ̌ː / bə̀ⁿgbʊ̀ ~ bɛ̀ntʃɔ̌ː","gɣə́ / tə̄gɣə́","ɪ̀kə́ʲ / sə̀kə́ʲ","ɪ̀kə́ɪ́~ɪ́kéʲ / sə̀kə́ɪ́~sə̀kéʲ","ʃə̄ŋgə̄lə̄ / ʃə̄ŋgə̄lə̄","ʃə́ŋŋgə́ / ʃə́ŋŋgə́lə́","ɪ̀zó / bìzólə́","ázó ~ ɪ̀zó / bìzó~ɪ́zó","kə̀kʊ̀kʷɛ́~àkʊ̀kʷɛ́ / bìkʊ̀kʷɛ́","kə̀zʊ̀zó /bìzʊ̀zó"
"808","wingless termite","ʃìŋʃɔ́hɔ́dʒí / mʊ̀nʃɔ́hɔ́dʒí","kə̀ⁿdʒìⁿdʒə́ŋ / bìⁿdʒìⁿdʒə́ŋ","zá / záyə̄","zá / kə́záːlə́","fìmkpɛ́ / m̩̀kpɛ́","fìmkpé / mʊ̀mkpɛ́","fə̀ⁿkxâ / mə̀ⁿkxâ","ʃíkə́ / kə́ʃíkə̄nə̄","gìŋ / bə́gíŋkə̄","sì / sí","ʃí / ʃīyə̂","ʃí / ø","kə̀séséʔè / ʊ̀séséʔè","ɪ̀séséʔē ~ kə́séséʔē / ʊ̀séséʔē","sʲɛ̄ / sʲɛ̄","sʲɛ́ɦ / sʲɛ́ɦ","ɪ̀dʒə̀bə̀~ɪ̀ʒə̀bə̀ / kìdʒə̀bə̀","ŋ̀kàmzǒ / bìŋkàmzǒ","ⁿkpɛ́ / bìⁿkpɛ́","ⁿkpɛ́ / bɛ̀ⁿkpɛ́"
"818","caterpillar","kə̀də́llō / ɪ́də́lə́bî","kə́dɛ́lō / bídɛ́lō","ⁿgɔ̀ŋⁿgɔ̀ŋ / àⁿgɔ̀ŋⁿgɔ̀ŋ","kə́ⁿtsə́ŋtsə́ŋ / bə́ⁿtsə́ŋtsə́ŋ","kə́dúlə̄ / bìdúlə̄","kə̀dʊ́lə̄ / bìdʊ́lə̄","kə́də́lə́ / bə́də́lə́","dʒèːlə́ / kə̀dʒèːlə́","kə̀mèmê / bə̀mèmê","kə̀mɪ̀mɪ̂ / bə̀mɪ̀mɪ̂","kə̀màmá / bə̀màmá","kə̀màmâ / bə̀màmâ","ŋgɔ̀ŋŋgɔ̀ŋ / sə̀ŋgɔ̀ŋŋgɔ̀ŋ","ŋgɔ̀ŋŋgɔ̀ŋ / sə́ŋgɔ̀ŋŋgɔ̀ŋ","m̀màmǎ / m̀màmǎ","màmá / màmábóɦ","ɪ̀bìbʲə̀lə́ / kíbíbʲə́lə̄","àdólə̄ / bìdólə̄","kə̀dúlə̄~àdúlə̄ / bìdúlə̄~ɪ̀dúlə̄","kə̀dúlʊ̄ / bìdúlʊ̄"
"833","sky","ʊ̀bòlò / ɪ̀bòlòkì","ʊ̀bʷòlò / kìbʷòlò~ʊ̀bʷòlò","kə́bɥó / bə́bɥó","kə́bɥó / bə́bɥó","kə̀bòː / bìbòː","kə̀bɛ̀ʊ́wʊ́ə́ / kə̀bɛ̀ʊ́wʊ́ə́","bòːlə́ / kə̀bòːlə́","bólə́ / kə́bólə́nə́","kʷóm / tə̀kʷóm","kʷóm / kʷóm~tə̀kʷómkə̄","bʊ̀ːwə̀ / tə́bʊ́","bʊ́ / ø","kə́wʊ́lə̄ / ʊ̀wʊ́lə̄","kə̀wúlə̄ / ʊ̀wúlə̄","bʷē / bʷē","bʷē / bʷéː","ɪ́zə́mə́~ɪ́dzə́mə́ / kízə́mə́~kídzə́mə́","ábó / bíbó","kə̀bɔ̀ː~àbɔ̀ː / bìbɔ̀lə̀~ɪ̀bɔ̀lə̀","kə̀zámə́ / àzámə́~bɛ̀nzàmə́"
"841","farm","òmɥɪ̀n / ɪ̀mɥɪ̀nnə̀","ʊ́mʷɪ̂n / kìmʷɪ̀nò~ìmʷɪ̀nò","ɲʊ̈́ / kə́ɲʊ̈́lə́","ɲǘ / kə́ɲǘlə́","ʊ̀ŋmɛ̀~ʊ̀ŋmʷɛ̀ / kə̀ŋmʷɛ̀","ʊ̀ŋmʷɛ̄ / ɪ̀ŋmʷɛ̄","ɲǘ / kə́ɲʊ̈̂ːtə́","ɲʊ̈́ / kə́ɲʊ̈̂tə́","ŋmə́ / ɲʲɛ́","ŋmə́ / ɲ́ɲʲɛ́","mʊ̄ / mɥí","mʊ́ / mʲə́","kə̀fʊ̂ʔ / m̀fʊ̂ʔ","kə́fʊ̂ʔ / ḿfʊ̂ʔ"," ɲʊ́ / ɲʷɛ̄","ɲǘ/ ɲǘɛ̀","ʊ́mʷɪ́lə̄ / kìmʷɪ̀lə̀","ʊ̀mʷèː / ʊ́mʷɛ̂nɛ́","ʊ̀mʷà / ɪ̀mʷà~àmʷà","ʊ̀mʷà / ɪ̀mʷà~ɪ̀ŋmà"
"848","compound","ḿfɪ̀hɪ̀ / ḿfɪ̀hɪ̀~òtóm/ŋ̀kônófʷɪ̂","ʊ̄tóm~ʊ́tʷóm / kìtómó~tómó","fʊ́kʷáɲ / fʊ́kʷáɲ","kɥǘ / kə́kɥǘlə́","ʊ̀tám / kə̀tám","ɪ̀kʊ́~fə́kɔ̂nə̄ / kə̀kʊ́lə́","kə̀tʊ̀kə̀ / bə̀tʊ̀kə̀","kə̀tʊ̀kə̀ / bə̀tʊ̀kə̀","gbɪ᷇ːn / tə̀gbɪ᷇ːn","gbín / tə́gbíntə̄","kə́tø̂ / bə́tø̂","kə́tô / bə́tʊ̂","kə́bæʲ / ʊ́bǽʲ","kə́bɑ́ʲ / ʊ́bɑ́ʲ","tɒ̀ɦ / tɒ̀ɦ kɪ́","mʊ́ŋkʷú / bíkʷú","ótóm / ótômə̀sə́","ʊ́tóm / kítóm","fífʲɛ̀hɛ̀~ʊ̀tɔ́m / òtɔ́m~àtɔ́m","ʊ̀tɔ́m / àtɔ́m"
"849","toilet","ɪ̀kɥɪ̂ / ɪ̀kɥɪ̀kì","ɪ̀kɥɪ̀ / kìkɥɪ̀lò","kpʳʷô / kə̀kpʳʷòlə̀","kpʳʷò / kə́kpʳʷóːlə́","ɪ́kʷɛ́ / kə́kʷɛ́","ɪ̀kʷɛ̀ / kə́kʷɛ́lə̄","tʃʊ́ / kə́tʃʊ̂ːtə́","tʃó / kə́tso᷇ːtə̄","tʃùə̀ / tʃúə́","tʃʊ̀ə̀ / tʃʊ́ə́","tú / tə̀tú","tʃfú / tə̀tʃfú","ìkʊ̂l / sə̀kʊ̂l","ɪ́kʊ̂l / sə́kʊ̂l","tsʊ́ / tsʊ̄","tsʊ́ / tsʊ́ yō","ɪ̀kɥìlə̀ / kìkɥìlə̀","ɪ̀kɥɪ̀lɛ̀ / ɪ́kɥɪ́lɛ̄","ʊ̀gbɛ́bɛ́n / bìʊ̀gbɛ́bɛ́n","ʊ̀gbɛ́bɛ́n / ìgbɛ́bɛ́n"
"850","hill","ŋkʊ̌ːŋ / ŋkʊ̌ːŋbʷî","ŋkʊ̌ːŋ / bʷɪ̀ŋkʊ̌ŋ","gbó ~ fə̀gbó / kə̀gbóːlə́~m̩̀gbó","gbó / kə́gbóːlə́","ŋkʷə́n~ŋkɔ́ːn / bə̀ŋkʷə́n~bàŋkɔ́n","ʊ̀kâh / kə̀káɦlə̄","ⁿgàŋnə́ / bə̀ⁿgàŋnə̀","ŋ̀kʷə́n / bə̀ŋkʷə́n","ⁿgàŋnə̀ / bə̀ⁿgàŋnə̀","gbʊ́ŋ~ⁿgàŋnə̀ / bə̀ⁿgàŋnə̀~tə̄gbʊ́ŋkə̄","ddîː / tə́ddîː","ⁿgàŋə̀ / ə́ⁿgáŋə̀","fə̀kɔ́ʔɔ̀~mgbàʔ / ḿkɔ́ʔɔ́~sə̀mgbâʔ","mgbáʔ / sə̀mgbáʔ","ŋ̀ŋgàŋ / ŋ́ŋgâŋ","ŋgàŋ / ŋgàŋ","ŋ́kôbànə́ / bə̀ŋkôbánə́ ~ bə̀ŋkɛ̂bə̀bánə́","ŋ̀kàŋkə́ / bìŋkàŋkə́~bèŋkàŋkə́","ʊ̀kɔ᷇ː / bìʊ̀kɔ᷇ː~àkɔ᷇ː","ⁿkʷɛ̌n / bɛ̀ⁿkʷɛ̌n"
"853","stone","ɪ̀tì / àntìmʷɪ̀~àntì","ɪ̀tì / m̄tì~ǹtì","kxʲə́ / ákxʲə́","kʲə̄ / kə̄kʲə̄ːlə́","ɪ̀tì / kə̀tì","ɪ̄tī / átī","tʲɛ᷇ː / kə̀těːtə́","tʲé / kə̀téːtə́","tsé / tə̀tsə́","tsé / tə̀tsə́","tə́ / tə́tə́","tə́ / tə́tə́","ìtěʲ ~ ŋgɔ̀ʔ / ə̀téʲ ~ sə̀ŋgɔ̀ʔ","téʲ / ə̀téʲ","tʃʲē / tɛ̄ː","tʃʲə́ / tɛ́ː","ɪ̀kì / ákísə́","ɪ̀kì / àkì","ɪ̀tì / àtì","ɪ̀tì / àtì"
"854","salt","n̄tʃām~ántʃám/ǹtʃāmmʷɪ̂~ántʃám","ǹtʃám / mʷɪ̀ntʃám","fə̀ⁿkʲâ / m̩̀kʲâ","fə̀ⁿkʲâː / fə̀ⁿkʲâː","fìⁿbɛ́ː~m̀bó / bə̀mbó","m̀bō / m̀bō","m̀bə́nə́ / ø","mbə́nə́ / bə̀mbə́nə́","ⁿbə́nə̀ / bə̀ⁿbə́nə̀","ⁿbə́nə̀ / ⁿbə́nə̀~bə̀ⁿbə́nə̀","m̀ⁿbʷɪ̃́ː / bə̀ⁿbʷɪ̃́ː","m̄ⁿbʷéː","fə̀mgbáŋ / m̀mgbǎːŋ","fə̀mgbáŋ / m̀mgbáŋ","ŋ́káŋ / ŋ̀kāŋ mɪ́","ŋkáŋ / ŋ̀káŋ","m̀bɛ̀ / m̀bɛ̀sə́","mbɛ̂ / mbɛ̂","ń̩tʃám~m̩̀bɛ́ / ḿ̩bɛ́","ⁿbɛ́ / ḿ̩bɛ́"
"857","dust","ʊ́zə́m / ɪ̀zə́mə́kì","ʊ̀zə́m / kìzə́mó~ìzə́mó","kə́dʒʷámə̄ / bə́dʒʷámə̄","kə́dʒʷâmə̀ / bə́dʒʷámə̀","ʊ́zám~ʊ́zə́m / kə̀zám~kə̀zə́m","ʊ̀dzə́m / ʊ̀dzə́m","kə́dzə᷇ːm / bə́dzə᷇ːm","kə́zə́m~kə́dzə́m / bə́dzə́m","dʒʉ̄mə̄ / bə́dʒʉ́mə̀","dʒúmə̄ / bə́dʒúmə̄","bʷə̂tə́ / tə̀bʷə̂","bʷə̂ / tə̀bʷə̂","kə̀bə̂l / ʊ̀bə̂l","kə́bə̂l / ʊ́bə̂l","bʷə́l / bʷə́l","bʷə᷇ːl / bʷə̂ːl bó","ʊ̀zə́m ~ ʊ̀dzə́m / kídzə́mə́","ʊ́zə́m / ʊ́zə́m","ʊ̀zám / bìʊ̀zám~ázám","ʊ̀zə́m / ɪ̀zə́m~kə̀zə́mə́"
"858","hailstone","ɪ́bʷɪ̂m / ámbʷɪ̂mmʷɪ́","ɪ̀bɥɪ̀m /mʊ̀mbɥɪ̀m","bʷóə́ / ábʷóə́","bʷə́ / ábʷə́","ɪ́bʷɪ̂ / ábʷɪ́~kə́bʷɪ̂~ɪ̀bʷɪ́","ɪ́bʷɪ́ / ábʷɪ́","bʊ̀ːsə́ / kə́bʊ̂ːsə́nə́~kə̀bʊ̀ːsə́nə̄","bʊ́ / kə́bʊ́tə́","gbú / tə̀gbǔː","gbú / tə̀gbúkə̄~tə̀gbǔː","bʊ́bə́ / tə́bʊ́bə́","bóbə́ / tə́bóbə́","fə̀téʲtéʲ / m̀téʲtéʲ","ɪ́téʲtéʲ ~ téʲtɪ̌ʲ~fə̀téʲtéʲ / ḿtéʲtéʲ","bɑ́bɑ́ / bɑ́bɑ́","bóɦbóɦ  / kɪ̀bóɦbóɦ","ɪ̀bʊ̀bʷɪ̀ / àbʊ̀bʷɪ̀","ágbʊ́ ~ ɪ́bʷê / ábʷê","ɪ̀ʃáŋ/bìʃáŋ~ɪ̀bʷɪ̀/àbʷɪ́","ʊ́bʷɪ̂~ɪ̀bʷɪ̂ / ábʷɪ̂"
"861","smoke","ǹɲám / mʊ̀nɲám~ánɲám","ʃìnjám / mʊ̀njám","fə̀ɲə́m / m̩̀ɲə́m","fə̀ɲə́m / m̩̀ɲə́m","fíɲʲám / ń̩ɲə́m~ń̩ɲám","mʊ̀ɲə́m / mʊ̀ɲə́m","ǹɲə́m / mə̀nɲə́m","ɲə́m / kə̀ɲə́mtə́","lʲə̂ / bə̀lʲə̂","lʲə᷇ː / tə̀lʲə᷇~tə̀lʲə᷇kə̄","ǹɲə́m / ø","ɲə́m / ø","kə̀ɲɛ̂ʔ / ʊ̀ɲɛ́ʔ","kə̀ɲéʔ / ʊ̀ɲéʔ","ɲə́m /ɲə́m","ɲə̄m /ɲə́ːm","ʃíɲə́m / mʊ̀nɲə́mə́","ʊ́zə́m / kìzə́m","nɲʲám / bìnɲám","m̩̀ɲə̌m / m̩̀ɲə́m"
"867","sun","ʊ̀wàhà / ɪ̀wàhàkì","ʊ̀wàhà / kìwàhà","ŋʷásə́ / kə́ŋʷásə́","ŋʷásə̄ / ŋʷásə̄","ʊ̀wàhà / kə̀wàhà","ɪ̀jí / ɪ̀jí","ɥísə́~ɥɪ́sə́ / kə́yísə́nə́","wɪ́ːsə́ / kə́wɪ́sə́nə́","tˢù~tsù / tˢú~tsú","tsù~tsùː / tsù~tsú","wə́ / tə̀wə́","wə́ / ø ~ tə̀wúə́","tsèʲ~ízéʲ / sə̀tsèʲ~sə́zéʲ","zéɪ́ / ə̌zéɪ́","wē ~ wó / wē ~ wó","wē / wē","ʊ̀wàhà / kìwàhà","ʊ̀wàhà / ʊ̀wàhà","ʊ̀wàhà / bìwàhà~àwàhà","ʊ̀wàhà / ʊ̀wàhà"
"868","moon","ʊ̀wèː / ɪ̀wèːkì","ʊ́wêː / ɪ́wêː","ɥʊ́ / kə̀ɥʊ́lə́","ɥú / kə́ɥúlə́","ʊ̀wùò~ʊ̀ŋmʷɪ̀ / kə̀wùò~kə̀ŋmʷɪ̀","ʊ́wʊ́ə́~ʊ̀wūō / ʊ́wʊ́ə́","yí / kə́yi᷇ːtə́ ~ kə́yíːtə́","yí / kə̀yíːtə́","ɥʲə́ / tə̀ɥʲə́","ɥʲə́ / ɥʲə́~tə́ɥʲə́kə̀","wùfúə́ / tə̀wùfúə́","wə̀fúə́ / tə̀wə̀fúə́","ndzɔ̀ŋə̂ / sə̀ndzɔ̀ŋə᷇ː","ndzɔ̀ŋə᷇ / sə̀ndzɔ̀ŋə᷇","yī / yī","yí / yìː wó","ʊ̀wɛ̀ / kìwɛ̀lə̀","ʊ̀wɛ̀ / ɪ̀wɛ̀","ʊ̀ŋmɪ̀ / bìʊ̀ŋmɪ̀~àŋmɪ̀","ʊ̀ŋmɪ̀ / ɪ̀ŋmɪ̀"
"869","star","ʃìŋkxè / ŋ̀kèːm̂","ʃìŋkè~ŋkè / mʊ̀ŋkè~ŋ̀kèː","fə̀ⁿgbɪ̀ɲkpóʔ / m̩̀gbɪ̀ɲkpóʔ","fə̀ⁿgbɪ̄ɲkpɔ̀ʔɔ́ / mə̀ⁿgbɪ̀ɲkpɔ̀ʔɔ́","stàː / stâːdɛ̀m","fìⁿdʒɔ́ŋfʷə̀lə́ / mʊ̀ⁿdʒɔ́fʷə̀lə́","fə́mʷésə̀ / mə̀mʷésə̀","fə̀mʷɛ̀sə̀ / mə̀mʷɛ̀sə̀","dúàlə́ / tə́dúàlə́~ fə̀mìlə̀ŋkʷǎŋ/mə̀mmìlə̀ŋkʷǎŋ","fə̀mìlàŋkʷǎŋkʷǎŋ / mə̀mìlàŋkʷǎŋkʷǎŋ ~fə̀mbɪ̀msə́lə̀ / mə̀mbɪ̀msə́lə̀","ʒʷàlə́ / ʒʷâlə́","ʒʷàlə́ / ʒʷâlə́","fə̀sɛ̀bə́lə̀ / m̀sɛ̀bə́lə̀","fə̀sɛ̀bə́lə̀ / m̀sɛ̀ːbə́lə̀","dʒʷǎɲ / dʒʷáɲ","dʒʷǎʔn / dʒʷáːn","ŋgìŋgʲə́nə́ / bə̀ŋgìŋgʲə́nə́","ʃìmbə́mə́~mbɛ̀dʒɛ̀bə́ / mùmbə́mə́~bə̀mbɛ̂dʒɛ̀bə́","fìⁿdʒɔ̀ŋfɛ̀lə/bìⁿdʒɔ̀ŋfɛ̀lə́~m̩̀ⁿdʒɔ̀ŋfɛ̀lə́","fìⁿdʒɔ̀ŋfʷə̀lə́ / mʊ̀ⁿdʒɔ̀ŋfʷə̀lə́"
"872","air","ʊ́gbáhá / ɪ̀gbáhákî","ʊ̀gbáhá / kɪ̀gbáhá","ŋ̩̀vùlə́ / àŋ̩̀vùlə́","ⁿvùlə́ / àⁿvùlə́","ʊ̀gbáhá / ʊ̀gbáhá","ʊ̀gbáhá / ʊ̀gbáhá","gbísə́ / kə̀gbɪ́sə́nə̄","gbɪ́sə́ / kə̀gbɪ̂sə̀nə́","bʲə́ / tə̀bʲə́","bʲə́ / tə̀bʲə́kə̄","gbɪ́ː / ø","gbɪ́í / ø","kə̀fɒ́f / ʊ́fɒ́f","kə̀fə́f~kə̀fɑf / ʊ̀fɑ́f","gbé / gbé","gbé / gbé","ʊ̀gbáhá /kígbáhá","ʊ́gbáhá / ʊ́gbáhá~kígbáhá","ʊ̀gbáhá / bìʊ̀gbáhá~àgbáhá","ʊ̀gbáhá / ɪ̀gbáhá~kə́gbáhá"
"873","storm (wind)","ɪ̀jɔ́ŋ / ɪ̀jɔ́ŋòkì","ɪ̀jɔ́ŋ / kìjɔ̀ŋò","kə́fʷâlə̀ / bə́fʷâlə̀","kə́fʷâlə̀ / bə́fʷâlə̀","ɪ̀jɔ́ŋ / kə̀jɔ́ŋ","ɪ̀jɔ̋ŋ / ɪ̀jɔ̋ŋ","kə́ʃə̂ptə́ / ø~bə́ʃə̂ptə́","kə́ʃə̂ptə́ / ø~bə́ʃə̂ptə́nə́","fʲə́ / fílə̀","fíːlə̀ / tə̀fíːlə̀","ɱ̀fʊ́bə̀ / ø","ŋ́fóbə̀","kə̀fɒ́f / sə̀fɒ́f ~ fɒ́fʊ́","kə̀fɑ́f / ʊ̀fɑ́f","ʃɪ̂ / ʃɪ̂","ʃɪ̂ / ʃɪ̂ː","ʊ̀gbáhá / kígbáhá","ʊ́gbáháʊ̀bàlə́~ɪ̀yɔ̀ŋ /kìyɔ̀ŋə̀","ɪ̄jāŋ / bìjāŋ~ájáŋ","ɪ̀jǎːŋ / ɪ̀jǎːŋ~kə́jáŋə̄"
"874","rain","ɪ̀bʷû / ɪ̀bʷùkì","ɪ̀bʷû / ɪ̀bʷùːkì","bʷɛ̂ː / bʷòlə̀","bʷə̀ / bʷə̀","ɪ́bʷú / ɪ̀bʷú","ɪ̀bʷú / ɪ̀bʷújí","dʒə́ŋ / dʒə᷇ːŋ ~ kə́dʒə̂ŋtə́","dʒáŋ / kə́dʒáŋtə́","bʷə́lə́ / tə̀bʷə́lə́","bʷə́lə́ / bʷə́lə́~tə̀bʷə́lə́","dzàŋ / ø","zàŋ / ø","ɪ̀ɣól / sə̀ɣól","ɪ̀ɣól / sə̀ɣól","dzə́ŋ / dzə́ŋ~dzə̄ŋ","dzə̄ŋ / dzə́ŋ","ɪ̀bù / kìbùlə̀","ɪ́bʷû / ɪ́bʷû","ɪ̀bʷúː / bìbʷúː~ábʷúː","ɪ́bʷú / kə́bʷûː~ɪ́bʷûː"
"876","dry season","ɪ̀ɲʊ̀m / ánɲómmʷɪ̂","ɪ̀ɲʊ̀m / ɪ́ɲómō","ɲʷɪ̀ɲ / áɲʷɪ̀ɲ","ŋʷɪ̀ɲ / kə́ŋʷɪ́ːnə̀","ɪ̀ɲàːmə́ / kə̀ɲàːmə́","ɪ̀ɲàːmə́ / ɪ̀ɲàːmə́","ɲʊ̀m / ɲʊ̂mtə́","ɲʊ̀m / kə̄ɲʊ́mtə́","lʊ̀m / álʊ̀m","àlʊ̀m~lùm/ àlʊ̀m~bə́lûm","ɲʊ̀mfə̂ / ø","ɲùə̀mə́ / ə́ɲùə̀mfə̂","nɒ̀m / sə̄nɒ̂m","nòm / sə̀nôm","ɲʷɒ̀m / ɲʷɒ̂m","ɲʲɒ̀ɦm / ɲʲɒ̀ɦm","ɲʊ̀m / ɲʊ̀mə́ntǐː","ɪ̀ɲʊ̀m / ɪ̀ɲʊ̀m","ɪ̀ɲɔ̀mə́ / bìɲɔ̀mə́","ɪ̀ɲɔ̀mə́ / áɲɔ́mə́~kə́ɲɔ́mə́"
"877","sand","ǎŋʃáŋ~ɪ̀ʃàŋ / ǎŋʃáŋmʷɪ̂","ɪ̀ʃáŋ / mʷɪ̀nʃáŋ","ʃá / àʃá","àʃá~ʃá / àʃá~kə́ʃálə́","ìʃáŋ / àʃáŋ","ɪ̀ʃáŋ / àʃáŋ","ʃáŋ / ø~kə̀ʃáŋtə́","ʃáŋ / kə̀ʃáŋtə́","sé / sé","sěː / sé","fə̀nʃṹã́nə̀ / ǹʃṹã́","ʃṹã́nə̀ / ńʃṹŋá ~ ńʃṹã́","kə̀séséʔè / ùséséʔè","kə̀séséʔè / ʊ̀séséʔè","ʃʲǎŋ / ʃʲáŋ","ʃǎːŋ / ʃáŋ","ɪ̀ʃɔ́ŋ / áʃɔ́ŋ","ɪ́ʃɔ́ŋ / áʃɔ́ŋ","àʃáŋ / bìʃáŋ~àʃáŋ","ɪ̄ʃáŋ / āʃáŋ~kə̀ʃáŋ"
